sector;province;2012-02;2012-03;2012-04;2012-05;2012-06;2012-07;2012-08;2012-09;2012-10;2012-11;2012-12;2013-01;2013-02;2013-03;2013-04;2013-05;2013-06;2013-07;2013-08;2013-09;2013-10;2013-11;2013-12;2014-01;2014-02;2014-03;2014-04;2014-05;2014-06;2014-07;2014-08;2014-09;2014-10;2014-11;2014-12;2015-01;2015-02;2015-03;2015-04;2015-05;2015-06;2015-07;2015-08;2015-09;2015-10;2015-11;2015-12;2016-01;2016-02;2016-03;2016-04;2016-05;2016-06;2016-07;2016-08;2016-09;2016-10;2016-11;2016-12;2017-01;2017-02;2017-03;2017-04;2017-05;2017-06;2017-07;2017-08;2017-09;2017-10;2017-11;2017-12;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2018-12;2019-01;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07
 Çelik;TOPLAM;4230;8289;6895;4771;3433;3079;2760;4098;4145;5070;3559;4283;4319;4098;6638;6145;4640;4828;2965;4225;3718;4620;5323;6111;860640.0079600001;1173025.9663200001;6117;7394;5849;5610;3953;1084684.17533;1041110.74122;892211.66626;1182429.68921;851959.67771;937971.25489;954845.98077;974772.6841399999;790369.94895;830151.8485;799547.27315;796769.3089000001;762290.42014;771977.7376999999;662480.8430100001;766536.32094;628178.38172;747315.55147;738806.5419999999;699252.07377;757126.06303;909197.23935;607282.5030499999;882042.10399;717977.8906;767225.34826;741641.4495;937693.43311;853780.05259;949921.3164399998;1176955.18923;1022315.54112;966411.60572;904137.2921;799372.6779;855628.41159;746656.02207;1033679.79426;1084406.21009;1084406.21009;1119973.6168499999;1149924.73271;1293575.55227;1145619.0480499999;1209430.3351699999;1207408.59469;1266849.41598;1209852.2018900001;1442183.18676;1492423.18711;1672226.12486;1440011.0535000002;1207007.8002;1199794.51492;1318707.71302;1239536.50824;1360728.86859;878437.09844;1243983.02969;1022830.1640499999;1139766.64056;1173690.38689;993588.00749;1126975.4533;1148221.4463499999;1015848.6385300001;984119.03681;903166.2519899999;817768.8522999999;1128618.4519;1047754.62199;878409.2620699999;1101727.59806;1117663.3858999999;1227732.58375;1383259.95624;1056325.4687700002;1212472.2130200001;1546620.7493;1657793.17059;1744968.37643;2025824.37626;1743906.10568;2295471.00414;2613048.61203;2294017.7712899996;2046035.0832500001;2273114.09331;1630510.9779100001;1787151.05546;2272465.1458;2040592.99123;1911827.3191900002;2301870.47896;1602463.35998;1829626.54619;1775950.60098;1392546.49221;1348396.65075;1339543.81612;1115232.23125;1069256.443;1398927.57941;1071674.44091;1253583.11427;1316444.14682;1162003.07942
 Çimento Cam Seramik ve Toprak Ürünleri;TOPLAM;1064;1722;1684;3164;2132;1641;2022;1947;3173;1964;1382;1832;1836;2144;3128;3069;2065;3072;2773;1608;1550;2107;2157;2431;201272.42792000002;271914.17346;2697;2638;3219;1776;2861;259554.49393;245503.62023;250694.55909;253341.65255;201065.27963;214534.20812;255234.01408000002;264035.47511;243057.15079;238435.64302;230345.85438000003;221513.3855;214708.9468;241235.22378;215428.03061;223153.06826;186082.9198;224774.5795;274990.314;253741.97121;234226.74566;240171.26411000002;180714.09129;226587.61343;218207.0777;208526.53662;212640.42696999997;204462.31136000002;183156.51012;203501.07645;259264.76311000003;223393.67968;240636.78585999997;232388.78775999998;218421.50837;246166.12340999997;206027.80506;230929.17953999998;238108.00873;238108.00873;208802.9178;239522.74581;267216.33321;258590.07573;274044.88504;254503.46136999998;256649.34305000002;220962.28994999998;244191.05598000003;264089.60728;261564.3286;242803.60473;252274.17389;267094.58894000005;317382.88492;311650.09197;354403.59568;235440.33495;316458.39856;285626.51868;304569.94241;295447.30321;301807.81122;280813.11948;288446.03128;309784.80509000004;317579.71121;231795.96721;250369.40237;322879.78656;351646.18982;319613.24624;344634.19219000003;357130.52809000004;319175.64170000004;353775.95388;279255.84479;330487.63986;403176.23584;402509.65781;385181.88886;426994.40077;358258.91518;421342.50517;420236.10834;381339.75156;395853.35532000003;422928.18377;356097.13873;429934.64766;514385.13026;569249.07397;444570.253;523600.74094999995;417343.27614;475345.08725;460515.47676;415336.77057;418128.62687000004;440906.59184;361385.00406;360266.90307;444121.94805999997;378670.22077;450481.05561;412797.6197;372559.96054
 İklimlendirme Sanayii;TOPLAM;2229;4421;2991;4130;2952;3102;3957;3089;3798;3042;3004;2488;2493;3374;3422;5003;4105;5233;2631;3341;3472;3312;3136;2259;275014.36169;399128.7076;3703;3938;3922;3874;3345;381069.14622;350153.13173;351212.3972;357174.54381;274713.80116000003;295461.82745;315256.79776;327419.73152000003;295735.63272;321366.10075;301100.96015;286216.64315;275868.7338;333727.8429;315493.00366;313101.52189000003;254527.79198;280987.42449;315700.7855;304386.11995;287527.91767;335559.30737;225852.12656;302373.28207;282444.79706;314735.86398;321625.36598;290203.94022000005;258522.51888999998;270559.89554;331915.47471000004;311546.2675;328647.98126000003;324924.59909;304827.0981;361502.11415;311291.06373;383104.90126;385979.53028;385979.53028;331808.35629;351099.75963000004;418344.40106;366286.75266;408818.08505;358200.78677;401993.5967;343740.15525;375328.32078;423442.29409;410320.78833999997;352868.79698;335473.0046;363182.32211999997;414953.20803000004;393215.49865;473926.25371;287298.8507;426888.62248;346124.0993;396275.7424;438404.00356;419628.15063;391064.27252999996;361395.47015999997;389095.15575;396667.18211000005;287784.46334;278650.24247;359946.24622000003;416814.21111000003;355827.38548000006;437025.94818999997;460513.57429;440331.53633;488814.55689;401180.80477;446643.01579;547044.0484000001;561885.68699;487668.02411;574860.55836;466667.94729;522884.75658;550912.07539;513929.09064;560019.71299;571603.92594;458577.18558;538676.5785299999;617852.98346;637271.78163;495130.1665;621951.36052;459620.55088000005;546193.30545;579214.0132;552266.15516;599828.30147;587980.81403;525475.29835;563697.93716;670767.09848;560764.25253;638904.64192;617618.17899;570182.1479
TOPLAM;ADANA;143389;173461;150000;147315;132308;132318;130880;142655;159994;179826;168655;156185;156353;156048;156175;165326;137110;154846;135320;158545;152210;189972;186617;160693;127204.50751;163126.90644;157572;159215;145223;139354;138457;164780.09817;161115.11994;166410.53681;187459.23459;135913.15734;125319.15741999999;137546.6797;133622.49917;129762.79625;137000.84515;131863.7999;121392.00351;137588.48673;154088.52406;165430.51469;166636.66281;113754.65987;125759.69874;135369.27086;132657.96807;143276.93661;137600.2714;93304.26122;137698.02498000002;119651.91954;148679.76176;166213.54038;159467.00584;121091.79031;125325.55894999999;148029.34191;141786.00023;158238.19217;147332.74159;125628.07819;171006.95742;147258.55127999999;172018.00129;187380.5461;187380.5461;151224.35594;139344.30341;177524.92918;158298.13123;180926.401;142117.51048;160240.09479;170029.02997;156722.31287999998;199459.74854;195981.31165;181400.45447;160801.70696;147478.31956;163487.21789;157948.42713;180103.77551;116975.14019;167646.27102;137410.56201999998;153088.16721;190938.96956;178583.25855;164286.55749;158875.44114;153102.61593;151590.08093;111614.94658999999;118573.55528;168368.29576;159597.05971;140408.24345;156408.42801;170025.5921;162811.76108;188285.2128;166565.64556;165510.99244;196407.68879000001;189681.20072;180012.47299;209864.48580999998;180465.13965;210509.58971;220084.09427;234544.45978;271420.37611;266174.273;206399.81446999998;233686.3495;282431.30895;267312.13485000003;238181.46641;286047.52971;234560.42437;259450.38348;244542.01892;233883.99414;255162.37562;262781.31496;234741.26679;207246.64595;247188.6211;225612.47704;240070.95090999999;218664.36516;207251.56718
TOPLAM;ADIYAMAN;6158;4963;3234;4266;3004;3996;3704;4211;5071;11583;5246;10940;11042;6113;4794;7474;4752;3163;4458;5342;5719;9358;5687;13783;13223.705829999999;12952.48902;14132;20740;19662;21855;26061;27757.81522;23612.7239;33297.99542;24099.15517;13859.24197;14127.80394;22052.47701;23822.71472;29893.191000000003;21299.52828;14416.50743;29056.30714;55900.7758;58302.704710000005;31175.65786;19200.81009;17875.89954;41223.41662999999;40444.42959;55745.49743;24153.16477;25072.486829999998;22282.86885;26997.08189;19319.95389;12403.070450000001;10013.9126;9696.547050000001;10546.14571;8276.32987;7791.8839800000005;4445.43149;7258.54768;9072.28392;5913.506579999999;20009.49904;13665.90973;17584.93254;8495.25373;8495.25373;10166.72737;9560.11004;8798.35007;5254.15004;6187.77488;3003.73734;3505.72353;7553.846930000001;5353.60251;3197.65557;6534.49669;6768.12656;5514.24226;5220.21929;3924.87161;5684.45587;6474.28488;4224.01746;5809.96436;5240.55439;7064.7861;4055.4255599999997;9301.991450000001;4428.14282;6417.66792;7111.60625;7648.73733;4819.03496;7962.5627;7846.729519999999;10451.38959;11809.423079999999;10124.51252;12036.002519999998;9540.231290000002;9996.95789;17355.72047;11809.85524;12438.17723;10738.51974;7791.77854;10080.17305;8450.62522;8430.70735;8559.06494;5854.69482;6688.6027300000005;6557.76502;5980.09459;5292.26993;5526.18581;7813.16353;8549.62425;5384.04027;7764.00139;9010.37981;10635.46592;8582.4169;9223.6424;14001.86377;11596.14885;6833.105869999999;7785.671329999999;5174.94071;4702.93435;6386.010199999999;12653.35937
TOPLAM;AFYON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26729.30424;31269.90279;0;0;0;0;0;30886.96138;30317.4845;27294.45389;28842.60518;26738.7978;24744.04332;30520.341229999998;31437.73432;22937.596559999998;20336.442619999998;23841.22207;25575.60136;21835.36032;25238.74336;25920.0752;25075.828879999997;20773.91332;21126.21716;23018.0489;29359.03011;28573.4397;25292.93464;19889.073869999997;24410.89671;22235.77333;24190.10479;24701.08632;28294.74762;22953.58892;22725.52993;24167.62703;25732.27665;28367.53701;25951.21734;25534.387740000002;28872.00649;23389.19059;27136.60574;29061.186569999998;29061.186569999998;25088.49537;23681.63784;37170.32682;29734.108979999997;32091.48325;25382.9089;28433.629279999997;22881.60618;27147.980450000003;32348.75008;30701.75058;27632.05397;29146.27664;26599.299460000002;29784.9335;28011.452380000002;33707.74387;20046.86957;31542.47459;26369.677760000002;29025.811;50229.449819999994;27456.47116;29665.399639999996;28734.0636;25374.56443;23055.34158;24050.39933;18368.52933;27840.68494;30529.8661;27099.40906;26592.24555;30402.34123;29359.604369999997;28819.429409999997;25621.230270000004;26685.43991;33797.91903;34074.876690000005;31491.5661;37002.2068;28483.045510000004;33183.05211;35299.88549;31159.329569999998;32713.905889999998;30289.73926;30308.69132;26842.373540000004;33634.746589999995;34779.35447;47571.0643;40984.38125;30126.05873;33649.6389;35016.437509999996;29623.724309999998;30116.612490000003;26441.14663;26561.230910000002;23799.70334;30262.52029;22772.05964;26567.91143;26740.251239999998;27167.55803
TOPLAM;AKSARAY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4624.17306;8453.05799;0;0;0;0;0;5876.09434;7550.177750000001;5254.14361;4796.75311;4835.54726;4328.73692;8038.68591;5201.38237;6152.58584;10075.30407;5809.02396;5654.6269;5210.5215;4995.57251;5953.30957;6076.70195;3886.65906;4783.41777;6003.48381;8443.26137;9394.11383;8704.23109;5020.809569999999;8386.6208;5154.05206;7636.23036;8002.09764;5498.80204;7666.061470000001;6230.941739999999;11579.60064;9673.29595;10334.75859;8107.6393100000005;10402.53997;6533.5163;6477.4926;7038.41222;7582.47996;7582.47996;5586.23939;10004.80179;8788.17899;9596.86876;12721.67995;9833.3616;13170.9979;8932.49104;8714.02328;8885.46523;8551.8026;8658.40035;6878.8029;7977.5544;11815.74007;8983.07519;12400.084490000001;7296.54522;9154.46357;8880.309280000001;11938.24094;11468.80097;8705.18819;11969.125170000001;9739.39734;6810.46176;9125.87112;5149.29588;6129.16368;8450.15992;10949.39062;10712.20337;8441.41037;13954.31474;8711.510839999999;12648.32897;6719.43287;7845.92281;12297.79594;18058.24129;12088.32583;16772.266669999997;16248.73278;17516.430849999997;19068.17238;14445.27911;11662.07375;17864.622369999997;11473.808309999999;16127.469589999999;25050.07738;22405.906870000003;18363.595940000003;22470.305259999997;14351.41004;15135.169880000001;16119.20549;11788.14644;19022.80987;21204.66059;11423.52017;11270.39798;14567.93598;10964.80066;13706.08119;15580.13474;11631.51016
TOPLAM;AMASYA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3076.65645;4758.4523899999995;0;0;0;0;0;5070.07628;3745.2367;4164.39485;4428.18984;3265.3717;2789.52391;3388.6287;3278.9146;2540.56074;3830.32094;3187.75739;5262.38843;3277.26039;3859.77029;4142.77249;3192.2762500000003;4496.82464;3002.76243;2265.56931;1974.43185;1955.3777499999999;2573.86881;2131.33393;2200.50029;2832.94081;2093.1427;2954.17564;2520.07069;2296.3387000000002;3296.03625;3173.42569;2258.5899;3146.57523;3905.7692500000003;2995.97089;3560.06559;3327.08885;3401.89204;3790.85657;3790.85657;2687.81452;3888.5225100000002;3822.32847;3604.3177299999998;3413.89375;3796.34892;3284.21834;3077.38038;3411.61209;4116.48426;4885.86165;4559.73278;4922.25895;3553.88122;4344.5963600000005;5397.71549;5396.57611;2713.0131499999998;3738.1816599999997;3231.67668;3357.86213;4600.51803;4478.10233;3663.84323;3935.4435200000003;3452.46071;3715.32268;3201.29754;2506.9048199999997;3671.96778;3822.71385;3457.16662;4774.60277;4906.11606;4819.4719;5571.38494;5029.4481;4707.48587;5746.11139;7158.71348;5874.98574;6415.97283;5736.22947;5718.99063;5977.978469999999;6263.38212;6449.22342;6682.995800000001;6895.60055;6132.69262;7582.46787;9074.6885;6425.82345;7313.2000100000005;4394.44681;6534.0075799999995;6653.02834;6707.250840000001;5861.70226;6759.51689;6087.32687;5215.80444;8383.99373;7684.80816;7669.36805;9778.01651;7038.76297
TOPLAM;ANKARA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430134.27363;509202.59286;0;0;0;0;0;555781.38733;524057.13744;553630.89763;571787.95939;473562.91839;454849.56977;505932.94824;535765.17344;493407.78224000003;483229.87721999997;466619.51022;454629.88641;418655.14558;508184.76577;510583.86153000005;495904.18982;402504.72182;472616.87435;487805.03859999997;518262.46871;435642.84192000004;477350.70423000003;351035.91174;413543.89157;410121.48188000004;449527.28934;471346.4187;467426.97754;402756.43977;427087.07493;540479.76504;448737.62032;486904.42439;432612.30316;480563.63402;526318.29054;486326.86341;541402.14049;519919.43353;519919.43353;469082.9543;521918.16005;579338.87387;568088.56131;594812.71444;542200.4731299999;558267.98774;466443.04533;595146.40758;613267.5528300001;621933.99361;589932.13124;513883.23747;531018.2427;607160.00773;585804.41132;683286.03657;439689.1902;613084.96759;500245.75176;568160.93236;649487.1371;657167.45042;614086.84051;548831.43213;532513.86164;541468.44422;518992.8305;502959.09322;620012.52311;639131.1733499999;517488.97714;642594.03178;619783.23208;632833.25095;702091.16912;549714.60237;613669.84021;753225.25807;764210.16525;689189.50793;784942.9078800001;691656.81279;650690.43534;716547.10626;771147.2465;836181.3789;794939.31493;657156.40979;726152.91167;908086.13884;891785.73933;732599.93763;917752.34282;880481.76427;820642.0346;934330.58499;815482.8288;1041244.58246;1052245.82482;727262.08838;803533.06023;957388.7305599999;846567.69023;858482.89144;876715.78431;789567.51226
TOPLAM;ANTALYA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76414.31976;86864.92381000001;0;0;0;0;0;78431.66009;83587.18542;98056.59782;118736.86316;89222.28654999999;84652.48917;92964.15305;94997.63474000001;95603.98531;92777.44309;65944.25701;67740.50706999999;65784.63704;82267.81453999999;80144.86007;91736.22201;66430.57445;85304.84802;88478.41814;76016.59036999999;82962.02965;93504.36119;56675.13525;76238.272;71972.41244;87534.16222;99298.48139;101434.64321;95184.55882;95800.58015;108215.72037999998;99938.6309;91558.70605;104251.65341;78634.50387;96465.39352;82776.47109;95934.67418;112325.14898;112325.14898;113755.90363;111924.59191;123844.92360000001;114057.09904;127682.89344;95242.04144999999;88323.99996;82204.41527;88855.37802999999;102502.72301;107700.99247;117320.08102999999;107077.72735;118218.69698000001;120918.43606;107268.60421;123067.16848;93175.50394;108237.78553;89775.35502;96926.16058;103545.79784999999;109220.04278999999;138135.50327;119100.98537000001;111274.82927;122324.75733;102106.61670999999;100315.01342;122359.0851;116879.7584;102027.27722;116871.68736000001;122712.46525000001;143662.86664999998;141300.07851;142309.59984;137788.21299;170257.08043;162839.73623;145022.76028;179265.21135;120350.5885;136202.96262;151377.38646;144123.87563;164242.14641;203368.61143000002;149814.49601;168336.30755;192971.94864000002;209415.3112;165446.13769;178114.07012;127777.43044;158041.69566;151829.09567;159560.73167;165740.85436;189601.92291;160765.23797;190962.03948;207158.66877;182374.80703999999;192862.13133;167503.18198;149941.64122
TOPLAM;ARDAHAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.372;112.8132;0;0;0;0;0;130.95224000000002;172.4678;231.22517;108.871;45.372;61.26;100.88182;152.90814;97.45700000000001;93.575;181.22584;57.11048;82.689;66.13134000000001;72.13096;113.44927999999999;116.091;58.593;181.20016;151.60777000000002;117.069;213.27755000000002;155.52;192.138;187.00495;140.907;142.91844;146.07127;167.37423;183.23938;129.81282000000002;159.27078;174.93439999999998;183.25225;199.74914;235.84087;189.88899999999998;125.52585;139.86115999999998;139.86115999999998;44.99592;183.2883;133.73714999999999;146.4051;180.29284;135.274;146.2774;20.15;65.50256;24.31562;103.73570000000001;169.51261;138.80925000000002;37.198;67.64;67.842;205.506;241.21201;203.65678000000003;234.57561;227.903;252.73558;198.97343;130.95;138.18;275.57232000000005;225.75376;124.08309;372.531;438.80885;501.49582;352.31075;331.2595;303.93178;327.28264;259.94457;141.43799;299.58826;441.70198999999997;409.22162;353.75911;547.5189399999999;678.14279;483.18967000000004;551.91552;445.46505;470.37266999999997;498.01327;310.24658999999997;450.93602999999996;401.22694;323.32719;422.82626999999997;700.48028;335.58549999999997;398.16997;286.91517;320.08618;414.27616;233.99454;313.48343;252.97236;367.63221000000004;388.13534;428.96175000000005;435.71233;431.30423
TOPLAM;ARTVIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4124.0018199999995;6636.96878;0;0;0;0;0;6727.55455;7916.51688;7497.3031599999995;6806.32444;4184.99741;5316.72163;6607.27193;6330.85871;6285.98384;6464.6948;5186.98107;4913.8233;4421.82266;5585.18789;5028.66067;4847.1654100000005;2942.8970999999997;4447.74643;4594.23943;6773.75873;6276.8638;5547.27419;4287.13718;4601.33805;4523.8052;4801.60015;3648.42331;3324.15751;2717.6814;3602.35913;4535.84568;4870.07269;6079.97165;5511.3295;5338.28742;4780.59021;4190.99823;4040.5449399999998;3473.23791;3473.23791;3545.10571;5004.63262;4533.239619999999;4421.494110000001;5261.53899;4646.16344;4263.69466;3645.30492;5151.05259;5504.7683;3798.61881;3359.28542;2536.47893;3150.3682;3836.48856;3656.8683699999997;4315.02501;3185.21594;4859.06505;3785.92761;4042.51182;4807.80557;5206.25867;5871.22157;4625.07668;4877.37958;5396.81762;3360.6938600000003;5196.07908;5487.2976;4258.92629;5259.40641;4603.72839;4391.92443;3887.9631099999997;4143.73688;3543.91116;3633.59665;4652.66432;5413.33646;4847.9529999999995;4930.96738;4139.66131;5364.47932;4538.89641;5075.70234;4572.03346;5188.75572;5987.72971;5462.08377;5119.4726;5051.74582;4476.4295;5189.20034;4401.26678;4927.63058;4083.99185;4210.12414;5760.71062;4975.3881;5329.18259;4888.3768;6353.95061;6161.05605;6194.80058;5688.833430000001;4363.70528
