sector;province;2012-02;2012-03;2012-04;2012-05;2012-06;2012-07;2012-08;2012-09;2012-10;2012-11;2012-12;2013-01;2013-02;2013-03;2013-04;2013-05;2013-06;2013-07;2013-08;2013-09;2013-10;2013-11;2013-12;2014-01;2014-02;2014-03;2014-04;2014-05;2014-06;2014-07;2014-08;2014-09;2014-10;2014-11;2014-12;2015-01;2015-02;2015-03;2015-04;2015-05;2015-06;2015-07;2015-08;2015-09;2015-10;2015-11;2015-12;2016-01;2016-02;2016-03;2016-04;2016-05;2016-06;2016-07;2016-08;2016-09;2016-10;2016-11;2016-12;2017-01;2017-02;2017-03;2017-04;2017-05;2017-06;2017-07;2017-08;2017-09;2017-10;2017-11;2017-12;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2018-12;2019-01;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07
 Hazırgiyim ve Konfeksiyon ;TOPLAM;9902;9721;7175;7456;9360;8417;7986;6768;8346;11896;12888;15118;15220;12654;9533;13210;10418;10662;11138;9248;9074;13467;9692;17475;1389070.31035;1599277.86237;19520;21247;20202;21847;27057;1664539.00398;1498982.6304;1504077.7341300002;1366293.88884;1383371.65241;1264257.77657;1324719.30576;1384781.36262;1342581.32451;1456432.2462999998;1490078.41005;1545893.4080700001;1392238.64557;1595899.0430899998;1409702.09732;1393469.0704899998;1339926.41646;1424935.13528;1513821.14455;1526220.85585;1426364.67617;1531500.97087;1251551.22399;1610869.12495;1326285.15577;1431218.93473;1318764.14642;1339352.84491;1253007.13364;1288928.45937;1537523.2948399999;1352876.6303;1405043.8673200002;1394578.75828;1482980.7333799999;1679093.23388;1294611.02083;1537983.0646;1440304.2570800001;1440304.2570800001;1433355.49013;1409514.35483;1683513.46558;1470103.5174;1486476.48881;1359566.37513;1589774.9225100002;1391220.4803600002;1466115.7751;1568197.9987599999;1532840.55307;1307881.10935;1422006.7941;1419151.8282;1681909.8701099998;1508263.00105;1627522.0734400002;1090800.35478;1678681.3461799999;1401404.84375;1505401.61042;1554684.5384399998;1543190.7913099998;1331673.11742;1495474.8953;1523424.81336;1214608.3866700002;575845.74817;840203.27284;1352102.5325;1812844.60814;1545731.28768;1797605.8276600002;1857564.08495;1523643.23863;1661881.95269;1523135.80466;1517344.03839;1677874.3382699997;1632042.47918;1303735.97788;1808054.09935;1698057.35292;1742118.3719699997;1948068.7196799999;1913265.22488;1732006.6856799999;1809626.97658;1596441.3974100002;1845883.7533500001;2022027.01477;2041674.33441;1337873.39038;1972274.0912;1620446.6798899998;1841586.18859;1928008.86677;1707172.0149000003;1635212.47062;1709021.85538;1633774.4841800001;1581188.70141;1997221.27741;1502526.3231000002;1656510.23123;1652098.24655;1554072.2900399999
 Hububat, Bakliyat, Yağlı Tohumlar ve Mamulleri ;TOPLAM;15330;11401;10522;8415;10071;9111;8769;10697;16417;35408;15238;16894;16949;14251;13700;18272;14014;12089;10871;12305;12484;16665;17494;17793;567392.65548;598289.29353;15868;25147;19913;20588;22298;552495.89804;564232.8342500001;600901.86992;650912.2784;566120.81129;491783.75362000003;554740.76428;486976.49278000003;480848.67021;480768.05422;430668.38751000003;460220.7228;439965.30858;588552.93612;609495.03299;542891.1352199999;461428.42939999996;563401.6857;570624.47561;542828.67927;512454.98456;535587.33204;387298.29349;543802.88461;479225.34742;570841.68006;603199.59227;616676.90186;525488.7227;557047.7419;624627.14613;525068.83092;529110.44442;467506.69008;430764.07103;542495.5260600001;474499.78285;577667.1102;567261.89261;567261.89261;548129.16926;535682.62384;600473.5693099999;534895.53173;560017.86328;448558.25457;534857.52541;508608.9755;560373.84117;647133.62562;649371.48759;595323.3445;561189.32109;566192.232;588535.98714;605870.69814;591780.54024;348421.56558;547210.975;482216.99632;569744.70454;699710.2032699999;621114.12448;628844.9709000001;584373.30285;594397.3732500001;633422.58331;595133.57956;500274.09769;572025.49268;590502.163;545056.68215;644822.17467;671062.25199;612402.61511;770358.34315;601092.8141;640620.47162;784303.03715;753494.66092;617477.06693;766527.89781;652830.24137;783154.15394;847630.79984;903552.12569;897384.108;952702.4272;847972.02789;969677.89021;1027456.6685;819393.83289;871500.44918;998501.60838;840479.881;999307.46444;1012635.23871;1045928.63896;1078307.74353;1124775.46173;989464.66679;833564.70949;1127421.3658699999;868066.14917;946577.69697;772975.74473;1399409.5875
 Kimyevi Maddeler ve Mamulleri  ;TOPLAM;27214;28431;26657;25354;20553;21009;23793;26951;26019;21853;21854;24090;24107;23477;27942;27567;23684;27829;26309;30207;23111;26640;25383;29180;1194804.11405;1460149.29752;30234;27978;29493;27745;30425;1504039.32954;1493411.65429;1492110.11343;1408419.93542;1197772.30916;1176291.8132500001;1342864.1773899999;1439384.69876;1377752.9892600002;1416849.36106;1310336.30246;1191862.90411;1096788.99156;1308442.51642;1301022.11654;1269761.7489200002;1002483.7728899999;1144659.6106099999;1185142.13745;1228643.6894500002;1133943.04424;1322606.66249;967918.43186;1211951.8396700001;1097641.82978;1239167.6238;1158137.82775;1282127.62759;1233868.47342;1348438.87289;1531794.4780700002;1232793.3654500002;1322924.48604;1286393.11818;1190293.2613899999;1461363.9082799999;1280260.34692;1467614.4035800002;1391634.36604;1391634.36604;1353176.81011;1268111.49789;1558975.51107;1347159.65483;1461777.64966;1418934.6775800001;1479112.6629499998;1375914.88512;1528404.84703;1595243.09778;1504475.94876;1509473.73472;1525896.83498;1635174.1204000001;1830802.2993100001;1766008.3533;1944390.89377;1297288.49726;1734092.64916;1634660.47427;1653717.19395;1934796.02699;1832475.5308;1811302.6264600002;1700258.1746699999;1512715.6449;1554436.95803;1285160.12551;1177318.00726;1422671.65789;1582527.77778;1374942.28333;1633212.10318;1725231.36688;1638293.72631;1799735.55412;1647917.36288;1678589.30263;2002717.63755;2162320.51856;2130882.67742;2370391.2499;1918975.01002;2046142.30955;2294802.47747;2312698.46263;2393286.99872;2484044.2321;2135682.80177;2400987.6539;2983420.32079;3314413.6748900004;2759818.6800499996;3190454.43999;2897353.33529;2947929.12609;2920857.16198;2613347.94672;2603567.72098;2703341.0093;2304656.61374;2251822.13851;2870598.10153;2407414.69471;2453037.06747;2367327.3049399997;2146085.0590399997
 Kuru Meyve ve Mamulleri  ;TOPLAM;146;207;126;167;157;235;30;92;230;384;246;216;216;345;270;230;106;252;171;193;271;509;259;178;98029.2062;105105.6831;275;253;306;125;60;132058.65977;194232.33855000001;160257.46829;134964.88095;97812.8984;94296.11712;98548.82771;110932.37906;85124.89132;92509.25173;76412.84283;89669.71565;115859.60502;202706.50104;151694.08226;131691.79172;91297.74318;106110.97388;108704.46867;96927.60496;96715.97441;99644.55794;55404.254649999995;88751.58589;133997.01192;165807.49982;145795.82305;115321.25726999999;96608.67211;94474.58860999999;115901.92167;97707.46288;97096.49619;75900.72317;62945.297379999996;83312.30153;94096.52616;177072.3344;163308.42051;163308.42051;108847.15957999999;107968.80764;115124.03925;103198.0877;99136.44855;72296.67702;76611.70336;91499.31633;154430.92519;177415.47753;158424.14342;126618.55477;112591.02651000001;115161.41917;118671.47063;118143.60464;118172.47762;63654.88495;83419.00946;72217.00478;154994.99198;190245.40846;151954.899;123438.62964000001;114115.28228999999;100853.18613999999;123553.99426;104110.40852000001;74366.10523;89506.19365;90274.23595;85076.36676;148750.05215;191688.78936;154898.92437;125937.60377;104109.12425;117112.26219;126340.14084000001;122163.72241;105189.01396;111112.39328999999;71939.58703;113948.2781;160431.30419;196784.15439;177391.31112;170456.90172;119660.40744;127858.07291;156347.65237;139386.62731;95226.18653;119565.85369;74494.27848;106439.42352;146898.75214;177962.38675;169120.38483;146432.83483;128077.79548;107143.05196;149711.99473;109300.76496;120156.83057;111960.0903;101475.28854
 Madencilik Ürünleri;TOPLAM;3480;2020;2028;4793;3527;3617;2423;2391;3531;3110;1926;1604;1613;2670;2524;3243;1649;3296;2271;2758;1645;3046;992;2821;277135.06824;363215.16345;4239;1827;3980;2030;1394;386343.80581;340422.88921;391401.33117;364933.19361;275911.10004;281267.10907;275441.42132;348218.35579;403889.40522;393504.76013999997;372407.65275;343566.83842;285661.15539;316401.00017;293236.56496;309310.79497;235770.68095;243995.41087000002;265805.70347999997;337611.74063;317215.18374999997;362707.6567;271821.28189;344067.89271;322244.30695;351861.76357;383243.99423;354647.02817;328720.36252;305555.67033;382764.62509;448853.6809;446057.96575;367628.47039000003;386449.836;444899.95397000003;379270.81436;404299.35179;388723.2771;388723.2771;391508.35631;333980.69677;377035.0526;369722.38001;430960.70951;380077.41487;403567.9002;325343.41977;364469.84187;415503.04459999996;399075.99336;373590.68396;305104.09406;294313.3685;368546.1372;385801.9901;460059.22864;318207.46197;381187.08545;340203.80047;353769.07398;374789.71263;371864.44053;368587.3257;330358.94588;282676.49056;324725.44826;328972.02779;272798.44461;312638.96144;372759.40753;322676.01874;421003.21012999996;394407.8877;433404.09103;480200.44995;353422.59278;415562.04043;446771.25892;558470.5429100001;548709.85475;497554.75402;477787.38192;509238.0168;584368.7272999999;466286.8941;548240.19602;532299.94783;498221.05819;476083.32461;556411.3384;705744.13723;533577.0608;597476.4851299999;491601.56231;600683.51058;541657.68018;462522.17292;509097.12756;526564.93727;441187.83959;402557.33448;483485.75112;470093.02055;546879.82063;482838.75123;462858.55778
 Makine ve Aksamları;TOPLAM;4068;5698;6514;4471;4467;7098;3526;2312;4770;6397;3286;5517;5524;4742;3262;5407;3337;2463;3469;3057;3502;4780;5124;6406;466447.0316;503717.45244;4919;6426;3285;4332;2664;531188.67224;495849.09485;470826.58597;550123.1637;465746.14145;432354.75324999995;450342.50518;492516.77107;411876.32612;470042.16328;482673.6767;435265.59278;439632.40871;460431.15212;489265.13743999996;505010.13332;377066.46914999996;440730.70690000005;470638.05494;494323.42342;456630.27533000003;474763.23475;351700.78715;450715.58363;404635.74376;442614.06434;455893.66834;493576.66023;390501.36377;435783.4598;519192.03085;486600.79136;511514.92235;509098.00763;475702.57599;565104.81005;481126.17636;543177.20476;581888.72125;581888.72125;513165.01595000003;548124.23817;636885.05555;604963.11414;625713.5316999999;552199.4289;613750.78717;552137.65548;626070.13313;703208.3855;704136.18334;663302.19708;587415.51594;603530.10175;700300.13734;661865.55106;782613.53936;473284.10900999996;683827.55911;575203.01344;648569.13069;711883.02403;685613.30538;742071.6903700001;625772.07894;635693.76046;627494.85951;456618.76372000005;432330.4402;585894.38629;668268.41525;572246.18941;689080.97946;737113.75598;694521.38013;834559.3665;652608.30618;685915.80938;785224.00207;824496.8301;736195.70467;828684.81292;697919.95588;759334.56092;875996.81125;809811.23651;838973.5819;936953.85571;713043.57369;815373.21113;912913.37942;909655.01159;720364.16021;906692.0049299999;720943.32609;849303.43535;952194.92612;854230.4718399999;1011849.08813;1029367.57559;845229.70396;851971.2541;1059541.56514;885994.44463;924154.35507;978132.0151099999;834706.6717300001
 Meyve Sebze Mamulleri ;TOPLAM;643;3987;978;3493;1071;3308;3790;655;3471;639;3218;1019;1019;962;971;1476;1032;1231;1150;1407;1080;1024;857;699;93292.69189;119768.88487;1008;952;955;1261;833;134477.10582;125337.35266;129235.11699000001;117504.0684;92860.32429;98598.64169;103737.48671;105763.62118;96206.01932;110250.42844;110761.12648;110090.23522999999;114324.93349;145298.81904;129541.55645;103599.45915;82633.51728;106744.35433999999;115545.55623;101500.97122;100089.01904;118698.28302999999;86707.65824;125768.78941000001;119467.4664;128770.09629;128459.35187;111751.93703;98603.98764;101285.37827;124701.55316;107343.77725;114468.37161;111338.89082999999;114110.01295;130773.74010000001;121770.06966;143782.24421;135193.18615999998;135193.18615999998;120111.19863;117664.74494;141442.13517;128683.75401;137634.71556;118886.68002;125883.52511;111730.86222;143972.41105;141992.3638;150615.10858;128098.19166000001;125645.25654;122760.84969;128147.77343;125656.18153;138862.85904;83737.12946;130150.25766999999;128097.73127;152800.95392;148897.7516;139929.30887;127900.05147;132244.25317;127035.40185;162413.943;144222.45682;100360.73107;112633.40039;124261.57123;130755.00395;167005.23791;168895.70798;165001.71;151455.29669;129883.89332;146026.10407;164514.40417999998;158056.76808;144892.95776;193864.93601;152813.25537;180300.54195;203320.56058;181771.80271;191301.30138000002;184882.2179;173304.86686;203186.05907;230319.26621;207225.07252000002;157913.31005;182565.49164;160794.14908;236085.42586;261861.16227;246843.1873;231494.90673;237238.50619;170739.8541;171365.04516;209061.48261;168619.76574;185489.56826;169954.10279;185870.77247
 Mobilya, Kağıt ve Orman Ürünleri;TOPLAM;9699;8293;9237;9224;8349;10023;8950;11248;9623;9269;9876;8547;8547;10548;10050;9122;10383;9872;9825;14367;11560;15246;13119;10531;0.0;0.0;7528;8215;7620;7035;6149;388845.37305;348688.39014000003;379158.72733;410707.7801;316523.64118;302159.60137;347126.56779;362996.17279;328956.03137;354512.39631000004;348784.41462;346269.63169999997;312946.57198999997;366343.28579;343303.26629;349258.93090000004;272737.25036;346144.10303;370037.36756;345546.58856;359920.72745;380368.18113;273826.23976;366978.38203000004;319319.16868;349039.07068;371013.33269999997;354898.86978;312958.82707;333359.81759999995;391946.11285;370664.88776;383249.55389;353957.41367;350170.69771000004;389691.46621;311342.30249;398862.75786;417825.383;417825.383;371528.7962;398234.75847;456638.52105;413035.15833;429639.26817;385513.09883;405932.13824;365339.62529;411678.09897;440284.40548;485424.52159;458567.05807;393522.56312;412104.2852;472779.85988;477178.83856999996;527454.78356;348341.6604;497674.40858;414051.62274;458291.00083;491737.40445000003;522114.11344;524997.90604;453783.84272;445285.97123;427824.27862;340478.83712;367342.47449;459131.31332;512398.16388999997;427625.07056;514437.46349999995;527880.55605;522802.56756;574233.63458;454062.88769;479708.46038;583041.51291;583389.3749899999;504234.66918;614376.41073;506593.45698;606163.7128;657756.42586;615125.98893;695001.89717;714586.4656;559231.25426;623654.6055599999;752850.61667;778148.23096;613100.35515;801188.77823;606128.8174299999;733126.1961299999;761506.9476500001;704577.7294;764645.39087;757962.81608;626715.73795;578786.03038;760430.3139;628079.81142;730588.48446;664422.9301;609053.85025
 Mücevher;TOPLAM;0;1;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;287677.68624;211926.39375000002;0;2;0;0;0;402740.35894999997;328613.06347999995;519554.22534999996;388853.24350000004;286935.6305;143501.89406999998;159644.97070000003;248153.46882;344006.69958;232756.33555000002;148979.14982000002;246549.10016;150097.04796;271880.08796;207078.14295;214138.95333999998;170756.59541;161762.25456;199039.27135;250495.46881;173955.55763;157467.77603;92753.56347;234113.63494;198497.36438;228900.55135;255501.52707;347990.29574000003;199462.252;255033.43256000002;341887.95469;347625.28034999996;303217.7705;253072.20023;265868.80821;324545.13723999995;234721.18457999997;227347.97072;271420.08479;271420.08479;140108.42974;197366.16949;523384.65680000006;356264.10218999995;251973.19743;199159.50791000001;260329.68334;896917.5228200001;590986.0101500001;474405.52864;272342.92439;251648.52621;274350.33862999995;250694.21435;299565.59446;258863.93336;362202.10943;216758.53179;509268.51685;566131.6385199999;439485.72081;267236.98219;377763.95862999995;298109.51764;291972.46689;372356.15353999997;230591.22852;145571.81981;225456.31751000002;345019.86353000003;346644.09848;187337.47256000002;314914.99702;692775.35525;312331.10355;298057.00848;330859.05698999995;305409.09936;340004.78873000003;404514.53221000003;490487.23273000005;591734.44733;456259.20029;452715.55279;501330.77863;686249.15517;1282309.68912;920781.23593;359441.34223;489250.44306;435040.4792;530754.9350299999;351687.90103999997;535845.27271;371188.58447999996;500140.89639999997;601380.46245;536658.71769;603764.92854;546376.517;419899.55464;520492.11678;740269.1967399999;474295.99767;464005.0679;439724.50964999996;497574.03502999997
 Otomotiv Endüstrisi;TOPLAM;10921;24241;21598;17209;12396;18941;16945;14835;16348;12375;22267;16531;16531;14821;14168;12790;10244;16982;10900;13215;10580;13634;20293;8703;1729400.4914000002;2126491.38725;7813;7853;7047;11220;8553;1958908.83052;1713195.8624200001;1839278.3601300002;1802831.44993;1729069.7772300001;1703659.16199;1770419.57265;1836014.51045;1480480.67746;1970355.55018;1642267.3906;1362788.21552;1875825.74859;2031039.05027;1920759.5598799998;1850161.5039300001;1515894.34608;1986272.7142400001;2047877.3527900001;2047053.90742;1983801.26266;2132080.08111;1728002.50505;1678912.6893600002;1942456.34319;2190858.14409;2239813.92782;2348084.3748;2069959.91731;2231185.0349500002;2714091.8866;2300094.09815;2567094.92997;2500730.47255;2434630.25081;1836870.98222;2152853.03439;2632908.04611;2645962.7461599996;2645962.7461599996;2287137.07949;2800299.61774;3147266.8404;2903548.7393;2766121.5178900003;2541599.0033299997;2766197.46002;1612051.61399;2608088.73605;2921337.35862;2769305.2766299997;2472665.20247;2330193.94521;2548202.69555;2885839.74874;2616697.50332;2759086.585;2193042.46546;2901592.63883;1742948.84354;2595008.42734;2817298.0161;2691614.91591;2544251.69308;2402595.00289;2522735.92059;2062094.07778;596348.53333;1203505.84059;2014490.7243299999;2201858.02551;1545221.74327;2605382.95756;2916452.40315;2698656.47242;2799334.04621;2268029.67646;2536829.53445;2892752.9598499998;2466065.61767;1881543.7525999998;2352847.13148;1995589.0064700001;2420798.02044;2468051.42971;2607062.57218;2529868.36783;2964073.9469799995;2230188.57999;2556522.84002;2696098.67798;2744092.88316;2300976.4598399997;2771016.44798;2049950.6150099998;2269235.52753;2753767.83177;2651210.21612;2875028.92879;3157207.69718;2716582.50529;2633250.27361;3289965.79733;2694499.5907;3029973.04806;3008890.7405600003;2729496.21746
 Su Ürünleri ve Hayvansal Mamuller;TOPLAM;6527;8486;7517;9474;9172;9037;8518;9658;8881;9609;11745;10462;10462;11172;12739;11633;10703;12964;12519;11144;9774;10653;11654;9678;172656.22868;195153.29863;10559;10613;9049;12225;13528;198418.26485;183554.73477;196987.7923;209703.96872;172543.8327;167106.44742;173041.4682;174877.56278;128918.79365;115932.76077000001;156247.95616;145385.3363;129866.92416000001;164468.24678;155590.05447;158438.24311;140240.96169999999;143584.64652;153786.54823;147140.82363;158445.09269;160992.72706;137600.95372;174731.87177;152131.32958;170783.19722;176075.33201;212907.64737;177818.40896;173811.14263;185880.02737999998;164109.62728;179286.01734;187383.68719;193302.49518;218468.06867;190695.16464;199717.10395;225123.68755;225123.68755;225373.48131;178794.35857;219979.3712;217133.70699;214884.07999;194046.49384;208687.89698;194804.87807;215063.88014;227260.3358;246550.45658;214952.63424;228890.0485;212606.88123;241021.81908000002;223203.21576;235980.44384;173362.28451;218066.88154;187093.45765;203129.08643;211880.2545;218231.92302000002;212082.56416;219940.46581;212571.87722999998;187120.06206999999;183527.29629;161707.57571;190587.44683;224688.66403;182844.02218;210969.35671;241883.58258;229383.7499;257476.42668;225005.8595;217130.53652;248173.30083;284377.78914;271326.29666;320428.97724;269047.68791;289166.28252;306578.73064;290876.02128;330271.90508;407649.37464;301966.11865;319825.27923;383117.18963;383680.31924;304399.75942;377009.33486;323111.48493;325632.2498;365002.98743;315141.73903;358707.74552;355498.91621;283719.29341;245554.22279;311146.94408;285447.66744;325129.45240999997;296523.34995999996;314078.72527
 Süs Bitkileri ve Mamulleri;TOPLAM;103;304;450;231;154;86;110;81;331;224;100;147;147;213;219;77;76;31;98;40;133;74;105;204;0.0;0.0;414;109;32;4;29;5825.46613;4353.9617499999995;4965.07518;6934.3825;6323.24871;8819.67894;11220.69759;10577.96951;6164.76419;2449.98052;4008.56028;5086.7874;5656.94014;5422.51509;5157.75618;6767.907410000001;6380.19681;10835.44013;11918.66762;14244.692830000002;5542.07711;3180.44969;3344.21571;4817.88574;5493.60301;3502.5064;5500.12143;6517.14551;7168.697029999999;8693.90342;14868.0264;10099.813259999999;6490.44485;3637.2169700000004;3584.41383;4815.23036;3969.21698;4428.93648;6933.812449999999;6933.812449999999;8699.75933;14725.79073;18170.80363;11672.30332;6591.99545;4677.02069;4080.00572;4596.915489999999;5292.2361200000005;5200.69289;7411.0152499999995;7329.59992;8448.14566;13166.34596;19020.14401;9687.6047;8932.35936;3902.55618;4972.45856;6041.156059999999;6560.97332;5901.15899;9097.14544;10109.132599999999;10926.50998;13186.71311;12137.61958;6813.9332;6914.3308;6061.07266;6099.33039;6050.59112;8099.63068;7831.7114;8959.739669999999;13126.40505;12015.77319;15568.48176;16929.04166;15408.911409999999;14685.200149999999;10986.02693;12084.37328;8451.91055;9203.8567;7948.64563;10633.56411;12699.826860000001;12434.94021;15791.62175;17041.73217;18090.86161;12459.285979999999;9079.93389;5411.9395;8173.98755;7665.15651;8263.33007;10095.64967;12939.18266;13961.53025;16037.187109999999;18278.97863;14445.556569999999;14025.41843;8512.30832;7360.80447
 Tekstil ve Hammaddeleri;TOPLAM;30952;38547;32620;34001;33129;26795;32109;41076;39155;38264;29197;35140;35140;36889;38275;37741;28652;36785;35768;42167;41148;41513;33572;37195;649643.07965;770352.7152900001;38504;34149;33790;31556;32138;819589.5084800001;756774.22928;731785.88733;673221.29214;648202.18587;609129.1075500001;677211.91483;724114.46759;652380.31055;678622.74919;630937.6544199999;640039.24251;650266.2802200001;756422.59456;662730.42642;628746.98986;597955.0776900001;635138.28323;704287.31904;691249.7087900001;669499.75539;714260.29103;518348.47838;661840.2562000001;657563.08451;693131.5412900001;695399.04669;646909.33177;615857.92751;638890.20297;759040.76307;659825.13803;672875.61257;648464.00301;604871.31414;696941.84796;664710.54011;737590.77501;728663.53406;728663.53406;696415.73346;699575.07285;792338.75329;707127.5013;748950.89401;661581.14515;700844.38469;617429.12004;718561.31193;761514.63681;747707.12512;622746.33993;676298.5615899999;640601.15055;728443.2931400001;691777.29154;788383.11549;510768.45291;663883.57928;573611.84972;678848.57271;705573.94688;674775.6457499999;598256.98009;673702.03389;647582.4137500001;586449.54345;306849.01065999997;369133.88807;554024.22936;656037.2462500001;569007.91784;688341.9926700001;770296.8727999999;705863.70336;769596.9500600001;731547.68217;746069.55082;869643.3404900001;878525.14685;745061.52187;900610.38267;725428.09352;829828.66231;944676.35708;918211.2110400001;936663.26846;933218.57922;816325.4843499999;884000.4489000001;952682.99282;995049.2522999999;766807.19447;983931.75809;727597.50369;836801.909;936392.48317;834440.4582;845763.7145;798593.56608;818843.6753599999;720069.48417;903398.2695299999;758705.34816;849282.6982000001;771404.04021;698335.31291
 Tütün ;TOPLAM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84587.3821;121384.38855000002;0;0;0;0;0;101496.20688;95956.63816;75721.9074;94615.24929;84587.3821;87419.75118;105649.44774999999;72600.56433000001;53359.85749;54936.205169999994;73120.9497;81940.67733;58905.48263;80952.03766;71026.28025;94158.05453000001;85206.60183;95303.60708;120840.58628;106989.90963;77918.13174;73102.88337;64000.10934999999;105346.22766;72483.60762000001;74607.50841;63456.790179999996;75289.75194;72553.8794;56699.42905;62670.285959999994;54722.132639999996;98117.73686;73410.95133;63702.26023;83443.02927;118926.94033999999;94527.89332;91939.84887;91939.84887;77902.50584;83368.71102;65080.92368000001;53878.58689;74093.50372000001;86778.07873;90460.27577;66727.42545;119458.85337999999;122858.87014;101133.17666;71833.02571;82451.00378;82189.18088;73632.13722;60277.45044999999;96683.76457;58028.948209999995;63415.456119999995;53088.50555;93430.83703;90432.4684;75912.40773;80871.44009999999;79131.44632;60873.781539999996;78806.01768;53493.753990000005;69793.71805;84359.52658;74698.07745000001;71074.74038;90606.17829;79732.33706;67951.9442;99876.42555999999;59139.76666;49063.58977;49210.597120000006;52629.78962;61449.89944;85336.15354;52251.67748;60002.74045;101043.78102000001;76644.23507;57562.48565;77580.49670999999;54142.217240000005;55503.47161;64466.89419;51871.45059;53746.50762;79294.11179;56136.35871;88382.64417;83217.74058;87417.4368;75425.8774;78695.47486;85922.23762;64807.85209000001;71136.64511;58360.397000000004;95180.33568;80495.19843;91406.96341
 Yaş Meyve ve Sebze  ;TOPLAM;16718;16484;10602;9935;9630;3894;1389;3549;10815;24083;27335;16641;16677;13281;8561;10874;10699;2213;1434;6962;18492;34617;36737;16185;218751.19101;192353.52623000002;10463;13577;10334;2601;1691;162033.47639;212300.09041;338022.00016;337528.54579999996;218418.78691;155489.56259;152564.4736;124787.70158;161353.40616;181140.53864;93843.73358;73261.70095;111556.6226;238548.904;270539.04341;310483.05988;134084.37193999998;160348.09752;147968.57943;138382.42713999999;141452.35232;170956.12081;87229.03723999999;85059.71939;117888.22728;216475.83389;304492.68098;279280.61777;195264.86754;168987.70239;155448.48093;119846.90785;129025.21031;190817.48075;120804.96289;101210.96575;143057.30605;232436.58789999998;321180.20389999996;321180.20389999996;225806.91283;212011.78903;207952.07963;149623.12164;213574.35487;168044.81196;104580.35178;111334.44243;152577.74647;202302.03265;300649.88263;282150.35719999997;199837.61558;166263.6832;144116.15032;113525.84069;140925.25748;203021.60659;132157.23013;110123.10025;148926.91906;224385.87674;332109.11475;350673.15760000004;256226.96774999998;204542.29223;178893.76189;118946.38008999999;159559.8378;264295.56447;186169.09891;130167.09015;197609.95804;264717.43159;371601.85784;406064.63753999997;279078.87942;250069.64562;246797.41083;201881.04159;201254.67715;295745.21227;166399.02246;148312.12077;230568.45284;292380.51635;365384.75483;411923.49072;286840.56931;255928.91295;225401.26465;210407.04328;190302.38157;295841.98284;155075.78014000002;155037.84120999998;178720.7456;239202.4191;354825.46091;416111.38823;325058.30993;309916.28122;307804.00911;235787.239;249388.22306;272669.66889;197337.19724
 Zeytin ve Zeytinyağı ;TOPLAM;36;46;36;106;72;9;20;16;47;37;46;18;18;2;1;5;1;57;6;24;11;8;0;9;16866.18012;22787.56438;18;14;0;15;7;15407.80867;14895.66409;15851.672480000001;24194.32213;16765.18277;19131.20611;19094.7791;18199.15724;17030.152869999998;17735.9629;12890.33347;10659.29089;11114.90939;13058.30228;16511.36699;17469.19475;10205.72971;15968.154709999999;18737.79875;15956.74849;13665.19939;15900.12416;7885.06311;14039.84762;16866.33436;16047.17615;19874.38369;25698.43014;25097.2565;28978.17667;31857.9642;27626.41216;25558.90119;25930.3447;18018.112129999998;24056.73453;16414.48995;23613.36655;32499.29021;32499.29021;63499.13770000001;58219.862510000006;47300.70425;28815.0768;27552.43924;17136.7803;18203.72405;16842.44846;26296.672899999998;28390.815039999998;34720.33214;33006.55602;28741.031;26946.400149999998;34937.70259;24069.80304;27907.24185;15857.39517;17056.76038;16493.90974;17936.12809;21584.16765;25218.063879999998;26785.8434;24451.56938;24836.33653;29459.42725;23301.29163;19921.92935;19021.400139999998;19105.18777;14969.118339999999;19081.79737;22040.48592;25228.10389;30156.16066;15961.90396;26188.389329999998;26652.91282;24916.96948;19502.85982;23399.3628;23127.54023;24619.76841;30028.64458;25273.72096;30721.55157;39532.90328;37546.4795;47544.138020000006;31386.38424;29744.22204;21837.58901;26463.94649;24059.79153;29110.8418;44443.521290000004;38664.03446;64252.16749;103612.28332999999;119774.07794;82022.44283;94023.29179999999;84454.29102;103599.06358999999;79488.69574;86459.95747000001
